"Year","UTLA18CD","UTLA18NM","Pop_Est_Total","Grants_Inside_AEF","Grants_Outside_AEF","Grants_LSSG_ABG","Grants_RSG","Income_Rates","Police_Grant","Central_Gov_Funding_Total","Central_Gov_Funding_Total_PerCap"
2006,"E08000036","Wakefield",320318,255158.025245485,96363.4181849748,NA,23623.1103640458,122375.819149692,24857.9461723038,522378.319116501,1.63081162818356
2007,"E08000036","Wakefield",321650,271963.110648391,103327.946254546,NA,21504.5980498115,128138.993135425,25352.8864827629,550287.534570936,1.71082709333417
2008,"E08000036","Wakefield",323288,261369.205184063,111553.052430089,18032.1586614085,19902.8537140917,142969.196425425,26333.9156108141,580160.382025891,1.79456206857629
2009,"E08000036","Wakefield",324467,270581.7350691,131694.458857748,17435.1012979118,31584.2477180861,136839.67094617,27053.2505934865,615188.464482503,1.89599701813282
2010,"E08000036","Wakefield",325595,270597.985773467,151939.946922925,19763.8201672636,22001.195799338,151513.08755575,27758.8280861592,643574.864304903,1.97661163195044
2011,"E08000036","Wakefield",326433,248756.180337717,143249.364072263,1136,40038.0588707494,129530.880603186,28234.4625937933,590944.946477709,1.81031006815398
2012,"E08000036","Wakefield",327890,223318.383896896,151416.860388468,1155,3035.87636516532,156608.039818103,26243.4878913831,561777.648360016,1.71331131891798
2013,"E08000036","Wakefield",329847,199882.785125946,125411.071762571,487,99482.3087858409,64504.201288609,48292.7837774433,538060.15074041,1.63124160820141
2014,"E08000036","Wakefield",331720,188214.615356115,124367.692259602,326,81920.1860955885,70686.717470975,49213.2064938895,514728.417676169,1.55169545905031
2015,"E08000036","Wakefield",334017,184726.734129115,132599.801911585,229,59926.2395767663,73030.1925124111,46815.9858780154,497327.954007892,1.48893006645737
2016,"E08000036","Wakefield",337094,175832.529945518,119055.791904705,192.7,45925.6058618098,71880.6117031405,46639.0540033333,459526.293418507,1.36319926613499
2017,"E08000036","Wakefield",340790,184352.855539686,113942.42230612,194,33041.4198895986,76689.915508434,46283.3659524021,454503.979196241,1.33367757034021
2018,"E08000036","Wakefield",345038,193049.107861742,109138.970117412,0,2181.56922594209,109318.62468031,46594.1250565681,460282.396941973,1.33400494131653
2002,"E08000030","Walsall",254287,45530.5722165036,54280.019659101,NA,137996.378858345,86673.5759221135,20346.0078544802,344826.554510543,1.35605262758435
2003,"E08000030","Walsall",255352,60183.4072435292,92134.7271624611,NA,165580.406302892,80333.5813017312,22840.5266828597,421072.648693473,1.64898903745995
2004,"E08000030","Walsall",256702,62759.5175413031,97782.2775282268,NA,184124.333804422,76450.1857260932,23349.0684196405,444465.383019686,1.73144495570617
2005,"E08000030","Walsall",258172,79922.3552789714,102030.626644277,NA,189720.561037849,91199.2755140679,24125.422432953,486998.240908118,1.88633252602187
2006,"E08000030","Walsall",259454,236035.682367439,109044.594209201,NA,22576.2988353513,116954.449798707,23897.9681557089,508508.993366407,1.95991965190904
2007,"E08000030","Walsall",260939,257045.948859812,118410.898450956,NA,20800.5613761745,123944.303388501,24378.2022554678,544579.914330911,2.0870008482094
2008,"E08000030","Walsall",263034,234477.965773489,124846.966964759,19707,19261.5426993071,138364.740107319,25192.1713230975,561850.386867972,2.13603711637268
2009,"E08000030","Walsall",264774,239153.181947486,144225.032419888,22179,30616.9083753734,132650.032637221,25795.6782595169,594619.833639486,2.24576368389451
2010,"E08000030","Walsall",266834,244956.501247447,158921.052360342,25985,21352.9455120287,147049.7365279,26410.6760361041,624675.911683822,2.34106565011888
2011,"E08000030","Walsall",269524,226270.979000508,153889.38693077,667,39295.8181738877,127129.380729071,26845.6325167452,574098.197350983,2.13004480992781
2012,"E08000030","Walsall",270844,197256.451515938,151389.166014033,568,2987.70754922269,154137.931193782,24800.2051582849,531139.461431261,1.96105308380935
2013,"E08000030","Walsall",271955,195676.677664408,126986.027029718,79,102501.353834435,67762.0316911674,46223.7457998607,539228.836019589,1.98278699056678
2014,"E08000030","Walsall",273933,201827.624566314,135321.384172087,76,84060.8888117892,69108.7833276489,46465.5667729074,536860.247650746,1.95982319636826
2015,"E08000030","Walsall",275880,203546.557613539,128599.777642539,46,62027.1441635003,67565.9839442016,44051.3150937206,505836.7784575,1.83353914186422
2016,"E08000030","Walsall",278887,199578.741945211,120408.337460089,0,48459.409839435,68987.8726014622,43731.7747575291,481166.136603727,1.72530858951377
2017,"E08000030","Walsall",281293,205612.489155776,116698.223905128,0,2252.63294381016,117665.812351004,43116.3382386999,485345.496594418,1.72540908090289
2018,"E08000030","Walsall",283378,228897.384866118,109421.421631308,0,1999.85255950883,99719.2733493848,43150.6424189891,483188.574825309,1.70510263614433
2002,"E09000031","Waltham Forest",223776,87436.0998735066,80915.546908897,NA,159105.628699043,72927.454087623,30817.8503956595,431202.579964729,1.92693845615584
2003,"E09000031","Waltham Forest",224115,146340.562929549,91922.17433616,NA,175900.305212827,69331.5516635503,32804.2470361336,516298.84117822,2.30372282613042
2004,"E09000031","Waltham Forest",225002,143098.863670818,136767.200983488,NA,189935.189016687,67543.7080251805,33997.7567015081,571342.718397682,2.53927839929281
2005,"E09000031","Waltham Forest",226747,144835.228820181,141605.273648296,NA,190320.128347898,80028.7423899878,35501.3785441672,592290.75175053,2.61212166754369
2006,"E09000031","Waltham Forest",230731,300645.812380648,155915.665433858,NA,22867.8654538634,118462.165733615,30406.6914627541,628298.200464738,2.72307665838027
2007,"E09000031","Waltham Forest",235665,324896.896086982,165248.653216174,NA,20930.6351545004,124722.039197252,31450.046484858,667248.270139767,2.83134224488051
2008,"E09000031","Waltham Forest",242098,304670.871450038,178963.306166245,17065,18784.3391823338,134937.230217094,32641.1849333366,687061.931949047,2.83794964001787
2009,"E09000031","Waltham Forest",248140,355195.12894013,198636.938150937,16975.6181796526,29403.7016906567,127390.896284514,33854.3931692845,761456.676415174,3.06865751759158
2010,"E09000031","Waltham Forest",254009,358780.817758989,224109.723195884,23436.9912292943,20275.6516797443,139632.384387015,35124.6944625035,801360.26271343,3.15484987820679
2011,"E09000031","Waltham Forest",259742,399480.596505025,223302.299554983,1411.85553971177,38326.7787536625,123994.119951997,35702.8124167901,822218.462722169,3.1655198724972
2012,"E09000031","Waltham Forest",262456,332685.164088627,219128.269119382,960.025187532353,2916.9303674776,150494.924531881,33217.761055975,739403.074350875,2.81724584063948
2013,"E09000031","Waltham Forest",265650,310474.794561969,188310.334170482,63,98800.0773858331,91109.5233340042,61851.3290710806,750609.058523369,2.82555640325002
2014,"E09000031","Waltham Forest",267801,288977.216344407,197828.931710057,63,82154.4935530584,94439.1828945085,62836.0317505988,726298.85625263,2.71208418285455
2015,"E09000031","Waltham Forest",270671,267423.082786143,183955.095810973,1,61415.5504861583,94479.7933768935,59770.0860636927,667044.608523861,2.46441106924591
2016,"E09000031","Waltham Forest",274222,261451.125082401,178211.406619687,0,49741.0120046857,94825.5739999697,59555.8297178944,643784.947424638,2.34767796684671
2017,"E09000031","Waltham Forest",275505,261800.282326314,173920.533182036,0,33463,140968.501750878,58755.7349676221,668908.05222685,2.42793434684252
2018,"E09000031","Waltham Forest",276700,254808.281608208,159259.593403808,0,0,187452.742733698,53066.3716798264,654586.989425541,2.3656920470746
2002,"E09000032","Wandsworth",274917,77245.6184350637,78080.7106282766,NA,149227.789191222,90279.0462936465,37860.8562903239,432694.020838533,1.57390783705094
2003,"E09000032","Wandsworth",276828,166177.494704331,87783.4369191286,NA,169684.963253046,82936.2671481931,40519.9745600195,547102.136584719,1.97632514263268
2004,"E09000032","Wandsworth",278615,153023.484305228,151159.86776124,NA,182013.777899238,81647.3475499581,42098.6701602238,609943.147675888,2.18919709159912
2005,"E09000032","Wandsworth",283229,156138.435599643,154551.378475275,NA,179563.015293904,99088.5887194709,44344.6658332235,633686.083921517,2.23736299574379
2006,"E09000032","Wandsworth",287538,294073.678986815,169670.403956153,NA,28153.9740341479,145850.085869311,37892.9543486458,675641.097195073,2.34974541519755
2007,"E09000032","Wandsworth",291440,319871.497106443,182688.4089411,NA,25725.5785306584,153289.945998121,38893.3509326672,720468.78150899,2.47209985420323
2008,"E09000032","Wandsworth",294305,293502.486315886,194525.084897519,12920,23003.1723519267,165242.958872199,39680.0631637008,728873.765601232,2.4765932131674
2009,"E09000032","Wandsworth",299347,345000.76233986,212839.578813043,13898.9048328544,35904.6245143589,155559.098122351,40840.6989282091,804043.667550677,2.68599206790339
2010,"E09000032","Wandsworth",302620,342565.826377117,223885.301022949,24088.3426839563,24626.1774044393,169594.410332699,41846.686685286,826606.744506447,2.73150070883103
2011,"E09000032","Wandsworth",307710,386107.215200319,232225.398819074,396.695174922453,46229.655004926,149561.938070966,42296.2493888955,856817.151659102,2.7844956343931
2012,"E09000032","Wandsworth",309497,313365.70606859,223895.071385837,1427.32022306863,3488.8253343159,179981.912788595,39171.5083425073,761330.344142914,2.45989571512135
2013,"E09000032","Wandsworth",313091,307685.627936011,214714.359754453,166,104922.322020734,99125.1519562082,72897.0241678663,799510.485835272,2.55360417845059
2014,"E09000032","Wandsworth",316536,294946.641972186,215328.468836094,162,85630.9429102614,103881.734678721,74271.0674949218,774220.855892183,2.44591722866335
2015,"E09000032","Wandsworth",319477,248561.999369229,210458.274482314,104,63422.6774780689,106569.327329747,70547.5199979693,699663.798657328,2.19002869895901
2016,"E09000032","Wandsworth",321497,251206.889022823,203655.920717556,0,53120.3041421565,104076.994964913,69823.065205614,681883.174053062,2.12096278986448
2017,"E09000032","Wandsworth",323257,260056.319010389,194776.810042741,0,37014,153872.795105292,68939.5931777231,714659.517336145,2.21080910030145
2018,"E09000032","Wandsworth",326474,262101.816176412,184315.379208221,0,0,205811.088923894,62612.1815243934,714840.46583292,2.18957854479352
2002,"E06000007","Warrington",191615,22587.9841819322,26688.6750112529,NA,59799.4814563433,63482.0911377974,11621.2192044024,184179.450991728,0.961195370882907
2003,"E06000007","Warrington",191987,33030.1172969675,27827.6206631179,NA,76979.5793332271,60657.8711674567,12819.6908918497,211314.879352619,1.10067285468609
2004,"E06000007","Warrington",191837,35514.8060806526,41672.4463592689,NA,87015.9526017543,58140.8909835275,12956.7856440591,235300.881669262,1.22656672940706
2005,"E06000007","Warrington",192992,36975.2025251829,44163.7901083495,NA,84735.7905297536,69766.4806761915,13444.6672447466,249085.931084224,1.29065417781164
2006,"E06000007","Warrington",194603,145505.246255808,48685.6866255888,NA,9702.47640517104,50260.6626053638,12201.9899258942,266356.061817825,1.3687150856761
2007,"E06000007","Warrington",196559,152715.602458517,52503,NA,8868.15211102121,52839.8936453218,12558.0345943669,279484.682809227,1.42188697952893
2008,"E06000007","Warrington",198187,151604.481825985,58109.5993022288,8687,8140.67864028096,58481.078564091,12674.7152546734,297697.55358726,1.50210434381296
2009,"E06000007","Warrington",200057,158419.523824684,66376.0593006489,9004,12680.1011576831,54937.028040853,12799.0919857528,314215.804309622,1.5706313916015
2010,"E06000007","Warrington",201309,154292.264322275,70925,14180,8723.41745168169,60075.5557681892,13168.8773922505,321365.114934396,1.59637728533944
2011,"E06000007","Warrington",202709,153995.303351923,65368,0,16888.401099259,54636.0435280497,13698.0745722971,304585.822551529,1.50257671120438
2012,"E06000007","Warrington",203795,159079.496292809,68582,0,1292.53223507847,66688.5170740072,12693.6641516088,308336.209753503,1.51297239752449
2013,"E06000007","Warrington",205165,143851.790519591,56343,0,43604.0076440577,29074.0169011527,23277.8769436132,296150.692008415,1.44347570008732
2014,"E06000007","Warrington",206681,141826.50376036,60387,0,36117.2748543353,31157.0262821376,23902.6697719362,293390.474668769,1.41953287756866
2015,"E06000007","Warrington",207781,146673.519415812,53586,0,26691.6805341271,33382.9978250689,22906.690603359,283240.888378367,1.36317030131902
2016,"E06000007","Warrington",208973,145851.23039609,52214,0,18659.7615585921,30149.8605430637,22804.0756128336,269678.92811058,1.29049651443287
2017,"E06000007","Warrington",209704,148669.812278563,43383,0,11352.3491036693,33561.8898846538,22483.4829598978,259450.534226784,1.23722262916675
2018,"E06000007","Warrington",209547,143917.570240801,37674,0,6706.77022688245,30806.5583811886,22357.6331203252,241462.531969198,1.15230727220718
2002,"E10000031","Warwickshire",510691,62546,76970,NA,115191,169582,28079,452368,0.885795911813602
2003,"E10000031","Warwickshire",515056,77158,83751,NA,158105,160564,30647,510225,0.990620437389332
2004,"E10000031","Warwickshire",518637,86622,121408,NA,183939,155163,31521,578653,1.11571870113393
2005,"E10000031","Warwickshire",523653,83983,131687,NA,176011,187490,32902,612073,1.16885227431142
2006,"E10000031","Warwickshire",529059,339059,136450,NA,21321,110454,30577,637861,1.20565192161933
2007,"E10000031","Warwickshire",534381,372410,141686,NA,19526,116345,31378,681345,1.27501726296407
2008,"E10000031","Warwickshire",539384,362056,157021,23054,18120,130161,31691,722103,1.33875495009122
2009,"E10000031","Warwickshire",542131,376143,175821,24179,28429,123168,32649,760389,1.40259273127713
2010,"E10000031","Warwickshire",544166,385188,188445,31214,19691,135605,33634,793777,1.45870377789131
2011,"E10000031","Warwickshire",546554,358897,184973,1392,37301,120678,35186,738427,1.35105954763848
2012,"E10000031","Warwickshire",548320,330583,190772,1648,2891,149144,32678,707716,1.29069886197841
2013,"E10000031","Warwickshire",549517,330778,149600,586,102477,71672,53484,708597,1.28949058900817
2014,"E10000031","Warwickshire",552450,312061,155529,496,87687,75122,56517,687412,1.24429722146801
2015,"E10000031","Warwickshire",555154,312756,141510,393,66239,76382,53893,651173,1.17295921492054
2016,"E10000031","Warwickshire",558991,316988,137905,320,43781,71858,53615,624467,1.11713247619371
2017,"E10000031","Warwickshire",564562,322557,121485,453,23414,87184,52937,608030,1.07699420081408
2018,"E10000031","Warwickshire",571010,319670,111709,0,10722,100164,52937,595202,1.0423670338523
2002,"E06000037","West Berkshire",143913,21377.3628580836,28586.2321369773,NA,34299.1542091977,48009.8756448249,8368.68631324772,140641.311162331,0.977266203625324
2003,"E06000037","West Berkshire",144297,29403.0077215861,31406.171728359,NA,46390.0985909701,45796.6897439752,9018.8609164367,162014.828701327,1.1227872284339
2004,"E06000037","West Berkshire",145147,31424.7342573999,35638.587563244,NA,54213.054011904,43573.5316607707,9175.04000861756,174024.947501936,1.19895655784781
2005,"E06000037","West Berkshire",146492,32127.5288706489,38791.7294359086,NA,57196.4521357804,52054.7393042525,9509.53284431666,189679.982590907,1.2948146150705
2006,"E06000037","West Berkshire",148107,113206.448148815,42523.6302071944,NA,5455.82713082522,28261.219573892,9241.40723727007,198688.532297996,1.34152020024709
